"김현경 작가 팬미팅 겸 어느별에서왔니 공개방송 현장 2018. 11. 25.
김현경 작가 팬미팅 겸 공개방송에 와 주신 여러분을 진심으로 환영합니다!! 저를 보겠다고 귀한 주말에 여기까지 와주신 여러분들이 저는 정말 궁금했어요. 그래서 먼저 한 분 한 분 자기소개 시간을 가졌습니다. 딱 좋은 약 30여명 인원이라서 가능했던 코너~ㅎㅎ 자기소개가 예상 밖이었다는..."
"김새해 작가님 팬미팅 ♡ 2018. 10. 28.
ㅋㅋㅋㅋ 한창 HOT와 젝키가 난리이던 고딩시절에도 팬미팅은 가본 적도 없는데 이 나이 먹고, 그것도 작가님의 팬미팅. 그런데 결론만 미리 말하자면 너무 좋았다. 일단 모임 장소인 포스코 P&S타워에 도착해서 명단을 체크하고, 데스크에 책이 있길래 책도 한 권 구입했다. 원래 준비물이었는데 필..."
"김새해 작가님 팬미팅 2018. 7. 28.
새해 작가님 팬미팅 공지 올라오자마자 언니랑 나랑 빛의 속도로 입금했다 언니도, 나도 휴가쓰고ㅎㅎ 고마운 형부가 송현이 봐준 덕분에 서울 올라와서 언니를 만났다! 정말 오랜만에 언니랑 단둘이 데이트 함께 갔던 카페가 너무너무 좋아서 그리고 사장님도 직원분도 엄청 친절하셔서 꼬오옥..."
"[구작가 팬미팅] 토끼 베니를 그린 구작가와의 특별한 만남 2015. 4. 1.
어제 저녁, 오랜만에 찾아온 비소식에 뿌연 하늘도 깨끗해지는 날씨에 기다리고 기대하던 구작가님 팬미팅이 진행되었습니다. 장소는 합정 <빨간책방> 카페 3층에서 진행되었는데요, 시작 전부터 많은 분들이 대기해주셔서 감사했답니다. 두둥~ 빨간책방 카페에 작은 갤러리를 만들었는데요..."
"김새해 작가님 팬미팅 2018. 8. 19.
요즘 내 삶의 멘토이신 김새해 작가님께서 팬미팅을 하셔서 다녀왔다. 회사 옆에 있는 포스코 타워에서 진행 되어서 퇴근하고 바로 갈 수 있었다. 1층에 김새해 작가님의 배너가 두둥! 부푼 마음으로 3층으로 올라갔다. 나름 일찍 갔다고 생각했는데 줄이 엄청 길었다. 이분들이 모두..."
"웹툰 자살소년 작가 박지님 팬미팅에 다녀왔어요! 2017. 10. 16.
저는 며칠전에 작가님의 팬미팅 소식을 듣게 되어 두근두근 하면서 참여를 계획했어여 ㅎㅎ 가는데 한시간 조금 넘게 걸리길래, 1시 시작이니 늦어도 12시까지는 도착해야겠다! 해서 10시 30분에 출발했는데 버스를 완죠니 잘못 타서-_-... 돌고 돌고 또 돌고...1시에 겨우겨우 세이프 했습니다.. 덕분에..."
"제 인생의 터닝포인트 : 미용 만화 작가 된다님의 팬미팅에 다녀왔어요.(feat. 롭스) 2018. 9. 16.
28년 살면서 한 번도 팬미팅 경험이 없었는데, 저를 뽑아준 롭슨 측에도 감사드리고 된다 님도 귀한 시간 내주셔서 감사합니다:) 이번 작가님과의 팬미팅을 계기로 더 좋은 콘텐츠와 활발한 소통을 하는 패션&뷰티 블로거가 될 수 있도록 더더욱 노력할게요:)"
"[책방이음]서현작가와 간질간질한 팬미팅 (6/9/금 6-9PM) & 장서윤작가과 감정있는... 2017. 6. 6.
& & 6월 9일 금요일에 열리는 <서현작가와 간질간질한 팬미팅> 정보는 다음과 같아요. https://www.facebook.com/events/1744200725595964/ <서현작가와 간질간질한 팬미팅> 일시: 6월 9일(금) 저녁 6시 - 9시 구성: 1부와 2부(식사비 지참) 1부 - 작가와 저녁을 함께 먹고(6시) 2부 - 사인회 및 수다떨고(7시 - 9시)..."
"유연석, 데뷔 15주년 기념 팬미팅에 김은숙 작가+배우 김민정 깜짝 등장! ‘미스터... 2018. 10. 12.
중에도 팬미팅 기획 단계부터 직접 참여하며 노래와 안무 연습까지 열심히 준비를 했다는 후문. 또한, 최근 유연석이 ‘구동매’ 역으로 큰 사랑을 받았던 ‘미스터 션샤인’과 관련한 토크 코너에서는 특별한 게스트들이 무대에 올라 반가움을 더했다. 김은숙 작가가 함께하며 작품과 캐릭터..."
"김새해작가 팬미팅 2018. 10. 27.
#김새해작가 팬미팅 얻고 오는 것이 더 많은 하루였다. 내가 요즘처럼 시간을 아끼고 산적이 없다. 좋은글 좋은말 좋은사람들 그들과 함께여서 행복하다. 좋은 기운은 몰려다닌다고 했던가 나에게도 요즘 기적 같은 일들이 계속 일어난다. 요구하는 것도 능력이라고 요즘 내 능력에 대해 새삼..."
